source,id,name,url
UMLS,C1447723,"USH1C protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1447723
UMLS,C1447743,"ITM2B protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1447743
UMLS,C1448834,"F5 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1448834
UMLS,C1449113,"EDIL3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1449113
UMLS,C1449429,"HK1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1449429
UMLS,C1450246,"Hspa14 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1450246
UMLS,C1450445,"DACH1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1450445
UMLS,C1450468,phosphatidylethanolamine,https://uts.nlm.nih.gov/uts/umls/concept/C1450468
UMLS,C1453440,"TGM3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1453440
UMLS,C1453561,"DSC3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1453561
UMLS,C1453589,"BPI protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1453589
UMLS,C1454100,"60S Ribosomal Protein L35a, Human",https://uts.nlm.nih.gov/uts/umls/concept/C1454100
UMLS,C1454484,"VCL protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1454484
UMLS,C1454489,"MAPT protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1454489
UMLS,C1455077,"SOX1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1455077
UMLS,C1455317,"PPL protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1455317
UMLS,C1456820,Tumor Necrosis Factor-alpha,https://uts.nlm.nih.gov/uts/umls/concept/C1456820
UMLS,C1458146,"TOP1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1458146
UMLS,C1458148,"AMPH protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1458148
UMLS,C1505203,"HP protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1505203
UMLS,C1505574,"CENPB protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1505574
UMLS,C1506239,"CD79A protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1506239
UMLS,C1519513,Pituitary TSH-Secreting Cells,https://uts.nlm.nih.gov/uts/umls/concept/C1519513
UMLS,C1522419,"CYP21A2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1522419
UMLS,C1522529,Islet Cell,https://uts.nlm.nih.gov/uts/umls/concept/C1522529
UMLS,C1525451,Basement membrane zone,https://uts.nlm.nih.gov/uts/umls/concept/C1525451
UMLS,C1527336,Sjogren's Syndrome,https://uts.nlm.nih.gov/uts/umls/concept/C1527336
UMLS,C1527803,"LAMB3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1527803
UMLS,C1527996,"Zinc Transporter 8, Human",https://uts.nlm.nih.gov/uts/umls/concept/C1527996
UMLS,C1528411,"ZIC4 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1528411
UMLS,C1529094,"KLHL12 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1529094
UMLS,C1530202,"GRIN2A protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1530202
UMLS,C1530817,"FTCD protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1530817
UMLS,C1531189,"CTNNB1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1531189
UMLS,C1531209,"DSG1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1531209
UMLS,C1563373,"LAMP2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1563373
UMLS,C1564378,"Complement C3 Convertase, Classical Pathway",https://uts.nlm.nih.gov/uts/umls/concept/C1564378
UMLS,C1565410,"AQP4 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1565410
UMLS,C1565414,"AQP5 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1565414
UMLS,C1566186,"KCNA4 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1566186
UMLS,C1566598,"TPH1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1566598
UMLS,C1567075,"CTSG protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1567075
UMLS,C1567086,"RNPC3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1567086
UMLS,C1568423,"LAMC1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1568423
UMLS,C1570487,"MYH7 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1570487
UMLS,C1570649,"PNMA2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1570649
UMLS,C1579593,Complement C5 Convertases,https://uts.nlm.nih.gov/uts/umls/concept/C1579593
UMLS,C1608823,"LAMB2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1608823
UMLS,C1608824,"LAMA5 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1608824
UMLS,C1610744,"NFASC protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1610744
UMLS,C1610745,"Gdi1 protein, rat",https://uts.nlm.nih.gov/uts/umls/concept/C1610745
UMLS,C1611457,"DPP6 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1611457
UMLS,C1612280,"RPLP2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1612280
UMLS,C1620276,"RPLP1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1620276
UMLS,C1621867,"CNTN1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1621867
UMLS,C1666235,,https://uts.nlm.nih.gov/uts/umls/concept/C1666235
UMLS,C1670125,"PLA2R1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1670125
UMLS,C1685094,"ZCCHC8 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1685094
UMLS,C1698349,"Brsk2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1698349
UMLS,C1698754,"IL6 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1698754
UMLS,C1698756,"CXCL8 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1698756
UMLS,C1700092,"EDC4 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1700092
UMLS,C1700909,"IL22 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1700909
UMLS,C1701790,"IL17A protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1701790
UMLS,C1702044,"IL2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1702044
UMLS,C1702088,"IL5 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1702088
UMLS,C1704336,Skeletal Myocytes,https://uts.nlm.nih.gov/uts/umls/concept/C1704336
UMLS,C1707524,Corticotroph,https://uts.nlm.nih.gov/uts/umls/concept/C1707524
UMLS,C1708248,Gonadotrophs,https://uts.nlm.nih.gov/uts/umls/concept/C1708248
UMLS,C1718807,H2a-H2b DNA,https://uts.nlm.nih.gov/uts/umls/concept/C1718807
UMLS,C1721135,"NPM1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1721135
UMLS,C1722829,"TRIM21 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1722829
UMLS,C1723449,"TRIM33 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1723449
UMLS,C1737996,"SEZ6L2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1737996
UMLS,C1738772,"GABRA1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1738772
UMLS,C1740226,"LAMA3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1740226
UMLS,C1740821,Slowly progressive insulin dependent diabetes,https://uts.nlm.nih.gov/uts/umls/concept/C1740821
UMLS,C1741295,"RPLP0 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1741295
UMLS,C1742765,"GRIA2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1742765
UMLS,C1742839,"GRIA1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1742839
UMLS,C1817248,laminin-5 complex,https://uts.nlm.nih.gov/uts/umls/concept/C1817248
UMLS,C1817249,laminin-6 complex,https://uts.nlm.nih.gov/uts/umls/concept/C1817249
UMLS,C1828448,Paraneoplastic encephalitis,https://uts.nlm.nih.gov/uts/umls/concept/C1828448
UMLS,C1869379,"CAMK2A protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1869379
UMLS,C1869555,"GABRB3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1869555
UMLS,C1870923,"BP180 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1870923
UMLS,C1959616,Phosphatidylcholines,https://uts.nlm.nih.gov/uts/umls/concept/C1959616
UMLS,C1999767,"CA6 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C1999767
UMLS,C2000774,"GAD2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C2000774
UMLS,C2000778,"gad1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C2000778
UMLS,C2364020,alpha-Enolase,https://uts.nlm.nih.gov/uts/umls/concept/C2364020
UMLS,C2599880,Mutated citrullinated vimentin,https://uts.nlm.nih.gov/uts/umls/concept/C2599880
UMLS,C2599967,Smith extractable nuclear B,https://uts.nlm.nih.gov/uts/umls/concept/C2599967
UMLS,C2599968,Smith extractable nuclear D,https://uts.nlm.nih.gov/uts/umls/concept/C2599968
UMLS,C2607115,"TGM6 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C2607115
UMLS,C2711053,Non-celiac gluten sensitivity,https://uts.nlm.nih.gov/uts/umls/concept/C2711053
UMLS,C2742918,"AK5 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C2742918
UMLS,C2743340,"AGTR1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C2743340
UMLS,C2745341,"THSD7A protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C2745341
UMLS,C2932458,"ADRB1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C2932458
UMLS,C2934995,"TRIM9 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C2934995
UMLS,C2975999,"HMGCR protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C2975999
UMLS,C2976459,"NUP62 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C2976459
UMLS,C2979805,"factor XIII, human",https://uts.nlm.nih.gov/uts/umls/concept/C2979805
UMLS,C3179452,ELAV-Like Protein 2,https://uts.nlm.nih.gov/uts/umls/concept/C3179452
UMLS,C3179453,ELAV-Like Protein 3,https://uts.nlm.nih.gov/uts/umls/concept/C3179453
UMLS,C3180177,"mitochondrial ferritin, human",https://uts.nlm.nih.gov/uts/umls/concept/C3180177
UMLS,C3203657,Autoimmune retinopathy,https://uts.nlm.nih.gov/uts/umls/concept/C3203657
UMLS,C3253748,"BICD2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C3253748
UMLS,C3273455,"Rho GTPase-Activating Protein 26, Human",https://uts.nlm.nih.gov/uts/umls/concept/C3273455
UMLS,C3273595,"Septin-5, Human",https://uts.nlm.nih.gov/uts/umls/concept/C3273595
UMLS,C3476424,Promyelocytic leukemia protein,https://uts.nlm.nih.gov/uts/umls/concept/C3476424
UMLS,C3489977,"VIL1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C3489977
UMLS,C3491507,"EXOSC9 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C3491507
UMLS,C3539602,"60 kDa Heat Shock Protein, Mitochondrial",https://uts.nlm.nih.gov/uts/umls/concept/C3539602
UMLS,C3542912,Calcium/Calmodulin-Dependent Protein Kinase Type II Subunit Alpha,https://uts.nlm.nih.gov/uts/umls/concept/C3542912
UMLS,C3544335,Contrast encephalopathy,https://uts.nlm.nih.gov/uts/umls/concept/C3544335
UMLS,C3640207,Histone H3.1,https://uts.nlm.nih.gov/uts/umls/concept/C3640207
UMLS,C3652465,Interferon,https://uts.nlm.nih.gov/uts/umls/concept/C3652465
UMLS,C3657495,"KLHL11 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C3657495
UMLS,C3659270,"DRD2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C3659270
UMLS,C3711530,"DRD1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C3711530
UMLS,C3711735,"GRM5 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C3711735
UMLS,C3711784,"TTN protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C3711784
UMLS,C3811710,"Kininogen-1, human",https://uts.nlm.nih.gov/uts/umls/concept/C3811710
UMLS,C3812182,"Collagen Alpha-1(VII) Chain, Human",https://uts.nlm.nih.gov/uts/umls/concept/C3812182
UMLS,C3812252,"MORC Family CW-Type Zinc Finger Protein 3, human",https://uts.nlm.nih.gov/uts/umls/concept/C3812252
UMLS,C3816733,Neurexin-3,https://uts.nlm.nih.gov/uts/umls/concept/C3816733
UMLS,C3853694,"Platelet-Derived Growth Factor Receptor Alpha, human",https://uts.nlm.nih.gov/uts/umls/concept/C3853694
UMLS,C3853695,"Platelet-Derived Growth Factor Receptor Beta, Human",https://uts.nlm.nih.gov/uts/umls/concept/C3853695
UMLS,C3853729,"Endothelin-1 Receptor, Human",https://uts.nlm.nih.gov/uts/umls/concept/C3853729
UMLS,C3883793,"IgLON5 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C3883793
UMLS,C3887639,Autoimmune gastritis,https://uts.nlm.nih.gov/uts/umls/concept/C3887639
UMLS,C3887685,"Cytochrome P450 2D6, human",https://uts.nlm.nih.gov/uts/umls/concept/C3887685
UMLS,C3889630,"Pro-Opiomelanocortin, human",https://uts.nlm.nih.gov/uts/umls/concept/C3889630
UMLS,C3893648,collagen type VII anchoring fibril,https://uts.nlm.nih.gov/uts/umls/concept/C3893648
UMLS,C4019440,Zinc transporter 8,https://uts.nlm.nih.gov/uts/umls/concept/C4019440
UMLS,C4038445,Salivary gland protein 1,https://uts.nlm.nih.gov/uts/umls/concept/C4038445
UMLS,C4038476,HLA-DP & DQ & DR (class II),https://uts.nlm.nih.gov/uts/umls/concept/C4038476
UMLS,C4041793,"CDR2L antigen, human",https://uts.nlm.nih.gov/uts/umls/concept/C4041793
UMLS,C4042618,"DDC protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C4042618
UMLS,C4046049,Anti-PIT-1 Antibody Syndrome,https://uts.nlm.nih.gov/uts/umls/concept/C4046049
UMLS,C4048686,"Annexin A5, human",https://uts.nlm.nih.gov/uts/umls/concept/C4048686
UMLS,C4049898,"Protein LSM14 Homolog A, human",https://uts.nlm.nih.gov/uts/umls/concept/C4049898
UMLS,C4082295,"Metabotropic Glutamate Receptor 1, human",https://uts.nlm.nih.gov/uts/umls/concept/C4082295
UMLS,C4085692,podocyte foot,https://uts.nlm.nih.gov/uts/umls/concept/C4085692
UMLS,C4247895,Smooth muscle fiber group,https://uts.nlm.nih.gov/uts/umls/concept/C4247895
UMLS,C4255520,ADAMTS13 Protein,https://uts.nlm.nih.gov/uts/umls/concept/C4255520
UMLS,C4272978,diabetes with diabetic macular edema,https://uts.nlm.nih.gov/uts/umls/concept/C4272978
UMLS,C4279386,"lamin C protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C4279386
UMLS,C4281722,"Interferon Omega-1, human",https://uts.nlm.nih.gov/uts/umls/concept/C4281722
UMLS,C4285067,"Dihydrolipoyllysine-Residue Succinyltransferase Component of 2-Oxoglutarate Dehydrogenase Complex, Mitochondrial",https://uts.nlm.nih.gov/uts/umls/concept/C4285067
UMLS,C4300363,Mi-2 alpha,https://uts.nlm.nih.gov/uts/umls/concept/C4300363
UMLS,C4308154,"HOMER3 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C4308154
UMLS,C4308339,"Perilipin-1, Human",https://uts.nlm.nih.gov/uts/umls/concept/C4308339
UMLS,C4316931,"Tumstatin, human",https://uts.nlm.nih.gov/uts/umls/concept/C4316931
UMLS,C4319959,Small Nuclear Ribonucleoprotein Sm D3,https://uts.nlm.nih.gov/uts/umls/concept/C4319959
UMLS,C4324397,Immune-mediated neuropathy,https://uts.nlm.nih.gov/uts/umls/concept/C4324397
UMLS,C4484254,SUMO-Activating Enzyme,https://uts.nlm.nih.gov/uts/umls/concept/C4484254
UMLS,C4521279,"Pituitary-Specific Positive Transcription Factor 1, human",https://uts.nlm.nih.gov/uts/umls/concept/C4521279
UMLS,C4549598,"CENPA protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C4549598
UMLS,C4551701,"Neutrophil Elastase, human",https://uts.nlm.nih.gov/uts/umls/concept/C4551701
UMLS,C4553073,Lamin A,https://uts.nlm.nih.gov/uts/umls/concept/C4553073
UMLS,C4553380,"Beta-2-Glycoprotein 1, human",https://uts.nlm.nih.gov/uts/umls/concept/C4553380
UMLS,C4721402,"INS protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C4721402
UMLS,C4724366,"Insulinoma-Associated Protein 2, human",https://uts.nlm.nih.gov/uts/umls/concept/C4724366
UMLS,C4727791,H3.1 K27M Variant,https://uts.nlm.nih.gov/uts/umls/concept/C4727791
UMLS,C4728127,Chronic allergic rhinosinusitis,https://uts.nlm.nih.gov/uts/umls/concept/C4728127
UMLS,C4742498,"MKI67 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C4742498
UMLS,C4742805,"GFAP protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C4742805
UMLS,C4742896,"MPO protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C4742896
UMLS,C4743412,"Ryanodine Receptor 1, Human",https://uts.nlm.nih.gov/uts/umls/concept/C4743412
UMLS,C5196572,"VIM protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5196572
UMLS,C5196589,Carbonic Anhydrase 2,https://uts.nlm.nih.gov/uts/umls/concept/C5196589
UMLS,C5197246,"CSF2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5197246
UMLS,C5197496,"TRIM67 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5197496
UMLS,C5202686,Histone H2B Type 1-B,https://uts.nlm.nih.gov/uts/umls/concept/C5202686
UMLS,C5202968,Histone H1.5,https://uts.nlm.nih.gov/uts/umls/concept/C5202968
UMLS,C5203670,COVID-19 Virus Disease,https://uts.nlm.nih.gov/uts/umls/concept/C5203670
UMLS,C5212815,Cytosolic 5'-nucleotidase 1A,https://uts.nlm.nih.gov/uts/umls/concept/C5212815
UMLS,C5226118,"FLG protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5226118
UMLS,C5226221,"TSHR protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5226221
UMLS,C5226432,"EDNRA protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5226432
UMLS,C5236099,CD74 Protein Variant,https://uts.nlm.nih.gov/uts/umls/concept/C5236099
UMLS,C5243951,Autoimmune blistering disease,https://uts.nlm.nih.gov/uts/umls/concept/C5243951
UMLS,C5426637,Citrullinated alpha enolase peptide 1,https://uts.nlm.nih.gov/uts/umls/concept/C5426637
UMLS,C5433427,"GLRA1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5433427
UMLS,C5433525,"ACE2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5433525
UMLS,C5435660,TYPE 1 DIABETES MELLITUS 1,https://uts.nlm.nih.gov/uts/umls/concept/C5435660
UMLS,C5441589,"Histone H4, human",https://uts.nlm.nih.gov/uts/umls/concept/C5441589
UMLS,C5441619,Azurocidin,https://uts.nlm.nih.gov/uts/umls/concept/C5441619
UMLS,C5441682,"F7 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5441682
UMLS,C5441693,"CYP11A1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5441693
UMLS,C5441720,"PLG protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5441720
UMLS,C5441772,"GPHN protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5441772
UMLS,C5444761,Protein Glutamine gamma Glutamyltransferase 2,https://uts.nlm.nih.gov/uts/umls/concept/C5444761
UMLS,C5445273,"Nuclear Autoantigen Sp-100, Human",https://uts.nlm.nih.gov/uts/umls/concept/C5445273
UMLS,C5552804,"F10 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5552804
UMLS,C5564555,"GRM1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5564555
UMLS,C5565118,"TGM2 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5565118
UMLS,C5575283,"Carbonic Anhydrase 1 (enzyme), Human",https://uts.nlm.nih.gov/uts/umls/concept/C5575283
UMLS,C5671289,Autoimmune Encephalitis,https://uts.nlm.nih.gov/uts/umls/concept/C5671289
UMLS,C5769564,Autoimmune myelopathy,https://uts.nlm.nih.gov/uts/umls/concept/C5769564
UMLS,C5769574,Autoimmune sensory neuropathy,https://uts.nlm.nih.gov/uts/umls/concept/C5769574
UMLS,C5773085,"SPTA1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5773085
UMLS,C5786917,Islet Cell Autoantigen,https://uts.nlm.nih.gov/uts/umls/concept/C5786917
UMLS,C5825532,restrictive allograft dysfunction,https://uts.nlm.nih.gov/uts/umls/concept/C5825532
UMLS,C5828374,Neurexins,https://uts.nlm.nih.gov/uts/umls/concept/C5828374
UMLS,C5828784,"LAD1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5828784
UMLS,C5848286,Mi-2 beta,https://uts.nlm.nih.gov/uts/umls/concept/C5848286
UMLS,C5848763,Tripartite motif containing 46,https://uts.nlm.nih.gov/uts/umls/concept/C5848763
UMLS,C5848971,"PNMA1 protein, human",https://uts.nlm.nih.gov/uts/umls/concept/C5848971
UMLS,C5856777,Liver Kidney Microsomal Antigens,https://uts.nlm.nih.gov/uts/umls/concept/C5856777
ORPHA,101958,Primary adrenal insufficiency,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=101958
ORPHA,102,Multiple system atrophy,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=102
ORPHA,103919,Autoimmune pancreatitis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=103919
ORPHA,1159,Progressive pseudorheumatoid dysplasia,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1159
ORPHA,1183,Opsoclonus-myoclonus syndrome,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1183
ORPHA,1304,Brucellosis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1304
ORPHA,140896,Severe acute respiratory syndrome,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=140896
ORPHA,156152,Anti-neutrophil cytoplasmic antibody-associated vasculitis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=156152
ORPHA,163525,Subacute cutaneous lupus erythematosus,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163525
ORPHA,1656,Dermatitis herpetiformis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1656
ORPHA,171,Primary sclerosing cholangitis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171
ORPHA,182095,Interstitial lung disease,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=182095
ORPHA,1855,Spondyloenchondrodysplasia,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1855
ORPHA,186,Primary biliary cholangitis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=186
ORPHA,1929,Rasmussen subacute encephalitis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1929
ORPHA,199241,Pulmonary capillary hemangiomatosis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=199241
ORPHA,199296,Congenital isolated ACTH deficiency,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=199296
ORPHA,2032,Idiopathic pulmonary fibrosis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2032
ORPHA,204,Sporadic Creutzfeldt-Jakob disease,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=204
ORPHA,206569,Immune-mediated necrotizing myopathy,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=206569
ORPHA,206572,Overlap myositis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=206572
ORPHA,207028,Cerebellar ataxia with peripheral neuropathy,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=207028
ORPHA,2103,Guillain-Barré syndrome,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2103
ORPHA,2134,Atypical hemolytic uremic syndrome,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2134
ORPHA,2137,Autoimmune hepatitis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2137
ORPHA,217253,NMDA receptor encephalitis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217253
ORPHA,221,Dermatomyositis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221
ORPHA,227982,Autoimmune polyendocrinopathy type 3,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=227982
ORPHA,227990,Autoimmune polyendocrinopathy type 4,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=227990
ORPHA,228426,Syndromic multisystem autoimmune disease due to Itch deficiency,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228426
ORPHA,2298,Insulin-resistance syndrome type B,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2298
ORPHA,231111,Drug-induced lupus erythematosus,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=231111
ORPHA,2331,Kawasaki disease,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2331
ORPHA,243377,NON RARE IN EUROPE: Diabetes mellitus type 1,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=243377
ORPHA,247234,Sporadic adult-onset ataxia of unknown etiology,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=247234
ORPHA,248308,Rare hemorrhagic disorder,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=248308
ORPHA,254361,Plectin-related limb-girdle muscular dystrophy R17,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254361
ORPHA,2573,Moyamoya disease,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2573
ORPHA,2688,Adult idiopathic neutropenia,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2688
ORPHA,276058,Genetic neurodegenerative disease with dementia,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276058
ORPHA,277,Severe combined immunodeficiency due to adenosine deaminase deficiency,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=277
ORPHA,284130,NON RARE IN EUROPE: Rheumatoid arthritis,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284130
ORPHA,289390,Primary Sjögren disease,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=289390
ORPHA,2932,Chronic inflammatory demyelinating polyneuropathy,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2932
ORPHA,3002,Immune thrombocytopenia,https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3002
